ID Caso,Fecha de Resolución,Contenido,Tipo de Resolución
3429,2024-03-02,Quis rerum reiciendis laboriosam. Quia cupiditate porro officiis perferendis.,Sobreseimiento
3430,2024-09-23,Maxime recusandae sequi quo dolores minus cupiditate. Laudantium facilis nobis doloremque nemo. Voluptatibus officia dolore vitae in.,Sentencia Absolutoria
3431,2021-05-01,Consequatur facilis ratione occaecati debitis distinctio iste.,Conciliación Judicial
3432,2024-02-07,Facilis tempora cum nulla inventore.,Caso en Curso
3433,2024-03-25,Blanditiis illum expedita blanditiis dolorum eum amet sed. Veritatis sint nobis dolor repellendus laboriosam. Iure voluptatum dolorem quod minus.,Caso en Curso
3434,2024-01-26,Porro praesentium suscipit delectus voluptate harum. Ut velit provident quam. Eius odit quod ducimus at quia. Repellat velit facilis natus.,Caso en Curso
3435,2024-11-08,At labore aut illo architecto. Explicabo maxime ad.,Caso en Curso
3436,2023-07-10,Ratione omnis fuga ad ipsum.,Recurso Concedido
3437,2022-12-28,Veritatis expedita dolorum ex praesentium id corrupti veniam. Soluta tempore quaerat ullam perferendis optio.,Caso en Curso
3438,2023-03-04,Tempora harum vero numquam corporis ullam.,Caso en Curso
3439,2024-08-19,"Harum repellat laudantium quidem. Repellendus veniam earum laborum sit suscipit.
Provident repudiandae nesciunt nulla odit. A maiores illo.",Caso en Curso
3440,2023-03-03,Assumenda deleniti corrupti dolor. Veritatis at mollitia quaerat sunt sunt.,Caso en Curso
3441,2024-11-05,"Neque saepe consectetur aperiam. Mollitia mollitia dolores omnis.
Sequi dolore alias provident.",Caso en Curso
3442,2023-12-09,Deserunt quidem tempore. Asperiores veritatis magni neque provident repudiandae dolor.,Caso en Curso
3443,2023-09-16,Cum nesciunt in dolor. Cum enim nihil eaque.,Caso en Curso
3444,2025-04-21,Nihil iste magnam minus. Ab expedita quia enim fugiat. Natus asperiores accusamus consectetur expedita maxime eos.,Sentencia Absolutoria
3445,2023-11-28,Earum asperiores ipsa hic asperiores dicta quos. Sit eaque magnam nesciunt temporibus.,Caso en Curso
3446,2024-05-22,Ab repudiandae nobis necessitatibus cupiditate quas. Ex itaque vel soluta. Quaerat id culpa in.,Archivo por Falta de Pruebas
3447,2024-06-17,Maxime iste adipisci omnis voluptatibus quisquam unde. Quos accusamus quis natus nostrum. Numquam asperiores aperiam tenetur dolorem.,Caso en Curso
3448,2021-12-16,Magnam architecto possimus vitae architecto provident. Esse nemo nam ipsum laborum. Corporis quis ex natus expedita.,Caso en Curso
3449,2025-04-06,Assumenda reprehenderit explicabo sapiente animi quis. Iusto fuga perferendis quis tempore minima. Repudiandae illum corporis in iusto repellat.,Caso en Curso
3450,2024-01-20,Molestias labore in perspiciatis blanditiis dignissimos. Neque et in a a.,Caso en Curso
3451,2024-10-18,Aliquid in mollitia quisquam occaecati fugit odio culpa. Ipsa neque aliquid doloremque cupiditate eum molestiae saepe.,Recurso Concedido
3452,2023-12-13,Non pariatur minima aspernatur repellendus. Quisquam at et repellat. Iusto tenetur illum illum.,Caso en Curso
3453,2024-08-28,Consectetur facere magnam vero saepe iure. Corporis sequi veniam iure. Fugit laboriosam qui velit ratione quasi.,Caso en Curso
3454,2024-10-21,Unde labore adipisci deserunt. Nostrum provident id ex. Excepturi ipsam eligendi quos sunt facilis inventore.,Sobreseimiento
3455,2023-01-11,Alias nam maiores voluptas aliquam quia rem. Quis quisquam non.,Archivo por Falta de Pruebas
3456,2024-05-28,Vel accusantium perspiciatis quaerat praesentium eius ad.,Caso en Curso
3457,2024-08-11,Praesentium harum veritatis minus. Totam dolorem quisquam possimus magni consequuntur. Libero omnis quia corporis tempora unde.,Resolución Administrativa
3458,2022-08-02,Placeat inventore quae recusandae. Illo doloremque consequuntur inventore dicta ratione facilis vero. Illum in consequatur ipsa.,Caso en Curso
3459,2024-12-27,Commodi ex ratione tenetur ipsa. Unde quasi culpa molestiae.,Sentencia Condenatoria
3460,2024-04-20,Beatae accusantium laudantium nam adipisci aperiam molestias. Alias recusandae dolorem accusantium ipsum voluptatem.,Caso en Curso
3461,2022-03-25,Esse corrupti impedit dolorum ex ut.,Caso en Curso
3462,2024-11-08,"Enim impedit inventore velit. Exercitationem rem ipsa porro voluptas aliquid.
Delectus officia quia soluta.",Multa o Sanción
3463,2025-01-06,Ipsa nemo iusto pariatur quidem. Rem illo placeat minima quam quis. Alias deleniti deserunt beatae magnam magnam accusantium ipsa.,Sentencia Condenatoria
3464,2025-03-07,Ratione dolore eius quo officia aliquid iusto. Repellat qui modi deserunt maiores nulla illum.,Sobreseimiento
3465,2024-10-15,Impedit natus dolor dolor aliquid velit optio. Provident earum quisquam nisi porro laborum. Blanditiis assumenda sed recusandae optio.,Caso en Curso
3466,2023-03-28,Numquam adipisci beatae maiores dolores porro. Placeat possimus in veniam animi atque sed odit.,Recurso Concedido
3467,2025-01-02,"Neque adipisci explicabo commodi at. Similique praesentium accusantium veritatis odit corrupti.
Id sapiente perferendis nulla.",Caso en Curso
3468,2024-01-02,Accusamus odio unde maxime rem rerum dolores quae. Eum ea doloribus aliquam non sapiente quasi.,Caso en Curso
3469,2025-04-20,Totam repudiandae deserunt cupiditate voluptatem. Culpa dolorum tenetur doloribus voluptate.,Multa o Sanción
3470,2022-03-14,"Nemo nihil aspernatur molestias nemo eius aliquid. Cupiditate autem qui minima.
Fugiat numquam architecto amet.",Desistimiento del Demandante
3471,2025-05-22,"Officia ea maiores aperiam. Facere modi asperiores natus.
Eius odio eaque sunt doloremque cupiditate labore.",Caso en Curso
3472,2023-02-25,Laboriosam odit fugit atque aliquid cupiditate labore. Ipsa et qui. Libero officia reiciendis aperiam quibusdam repellat consequuntur molestias.,Mediación Exitosa
3473,2023-12-20,"Rem deleniti ipsum atque nesciunt nemo. Id sed dignissimos velit placeat magnam.
Doloribus ea aspernatur.",Sentencia Absolutoria
3474,2021-08-02,Ipsa minus tempora. Nisi ipsa culpa quo porro.,Mediación Exitosa
3475,2023-01-27,Iste tempore cum necessitatibus est esse. Nisi praesentium beatae quisquam suscipit. Dolores possimus eveniet ipsa rerum.,Mediación Exitosa
3476,2022-10-23,Mollitia id expedita consequuntur placeat. Minima cum provident. Beatae beatae repellendus.,Caso en Curso
3477,2024-08-19,In minima nostrum fugit. Voluptate placeat accusamus earum eveniet odit excepturi.,Sobreseimiento
3478,2024-04-17,Voluptatibus dolore fugit debitis provident facilis quam ex. Quis maiores quae magni omnis non. Laboriosam soluta quos optio inventore.,Caso en Curso
3479,2024-09-07,Suscipit molestiae at voluptate. Nam quibusdam unde culpa recusandae similique. Nesciunt eveniet ipsum exercitationem quas occaecati optio.,Caso en Curso
3480,2022-11-30,Deleniti praesentium ea. Unde adipisci nostrum eaque. Omnis commodi ab modi eaque cumque aperiam.,Caso en Curso
3481,2023-03-13,Nemo et modi amet expedita. Consequuntur suscipit optio maiores.,Caso en Curso
3482,2025-01-31,Magnam quia repellat repellendus eaque excepturi. Aut corporis perspiciatis. Nesciunt mollitia a ipsa.,Caso en Curso
3483,2023-10-02,Saepe unde ratione officia aliquid numquam. Animi est aperiam hic laboriosam. Ipsum facilis architecto.,Caso en Curso
3484,2024-05-28,Culpa placeat sunt animi velit at provident sapiente. Quis nostrum quibusdam at omnis veritatis voluptate. Dignissimos odio amet dignissimos.,Caso en Curso
3485,2024-03-19,Sapiente nam non consectetur itaque dolore. Facilis dolore libero dignissimos.,Recurso Concedido
3486,2023-05-30,Ut ipsa libero dicta provident. Sapiente odio animi ipsa ut dolorem dicta.,Caso en Curso
3487,2023-04-30,Sit quis occaecati. Aliquid suscipit unde ipsum molestias cupiditate.,Caso en Curso
3488,2024-08-21,Tempora quidem ad explicabo voluptas. Quas iste quaerat quasi sapiente. Reprehenderit ullam sint sunt itaque.,Mediación Exitosa
3489,2023-12-16,Rerum impedit dolorem fuga quis veniam. Beatae iusto ab.,Multa o Sanción
3490,2023-07-17,Eos excepturi provident cumque impedit beatae eos. Quod nam ratione modi nulla veniam veniam. Occaecati vero sapiente nesciunt occaecati.,Recurso Denegado
3491,2021-03-26,Repudiandae pariatur sapiente laborum voluptate. Ut blanditiis mollitia blanditiis natus impedit ratione nisi. Officia a doloribus at.,Caso en Curso
3492,2024-04-29,"Distinctio eligendi sed ipsum aperiam. Nisi doloribus doloribus quasi suscipit maiores.
Dolorum tenetur harum ipsum vero.",Caso en Curso
3493,2022-02-25,Velit sapiente dolorum temporibus. Commodi modi at velit pariatur eaque ut. Suscipit nihil officiis veniam officiis nemo.,Sentencia Absolutoria
3494,2024-11-30,Impedit accusamus natus atque. Reiciendis necessitatibus similique mollitia beatae autem incidunt. Repellendus architecto maxime totam maiores unde.,Caso en Curso
3495,2023-11-24,Nisi eius neque quis quisquam. Odio reprehenderit modi. Fuga delectus quos error.,Caso en Curso
3496,2025-05-02,Maxime saepe cum vel in expedita. Ducimus deserunt nulla aperiam modi veritatis quasi. Repellat eaque voluptatum maiores eligendi.,Acuerdo Extrajudicial
3497,2024-02-23,Voluptate numquam a architecto quisquam ipsam odio. Eum necessitatibus minus in eligendi tempora. Quas consequatur tempore omnis.,Caso en Curso
3498,2024-06-19,"Corporis expedita nemo fugit officia impedit. Nisi commodi similique expedita totam saepe illum.
Pariatur rem minus qui optio.",Caso en Curso
3499,2024-11-08,Sed consequatur explicabo. Aut eligendi quibusdam illo tenetur voluptatem hic amet.,Caso en Curso
3500,2024-05-26,Maiores eligendi architecto reiciendis excepturi nam. Voluptate quas repellat molestias ad.,Acuerdo Extrajudicial
3501,2022-03-04,Quibusdam aspernatur fuga et tempora enim. Sint dolor nihil voluptatum aut.,Multa o Sanción
3502,2025-03-20,Dolorem cupiditate ad odio ad harum.,Recurso Denegado
3503,2024-08-03,Corporis omnis voluptatum inventore minus eaque. Iure odio repellendus reprehenderit ducimus quibusdam pariatur consequuntur.,Caso en Curso
3504,2023-05-24,Eveniet accusamus deleniti voluptatibus. Expedita libero soluta placeat soluta distinctio quam molestiae.,Caso en Curso
3505,2024-04-11,Numquam enim quos ea corporis voluptatum atque aliquam. Incidunt sint quidem doloremque ipsa. Neque laborum harum tempore nostrum tempore.,Caso en Curso
3506,2023-03-09,Natus quas exercitationem maiores. Unde ut illum assumenda laborum.,Caso en Curso
3507,2024-12-01,Quae repudiandae incidunt facilis ratione in. Ex iste culpa.,Caso en Curso
3508,2024-10-22,Adipisci voluptatem saepe sint cupiditate molestias nam.,Archivo por Falta de Pruebas
3509,2022-11-25,"Magnam pariatur at magnam. Laudantium officiis distinctio ex.
Voluptatibus sapiente dolore omnis. Minima ducimus corporis odit consequuntur.",Acuerdo Extrajudicial
3510,2023-04-09,Veritatis repudiandae tempore culpa magnam. Quis veniam eos possimus praesentium. Consequatur quo libero doloribus autem consectetur.,Caso en Curso
3511,2023-04-09,Asperiores sequi voluptates voluptatum et eaque. Omnis provident soluta commodi recusandae. Quae debitis ducimus sit mollitia possimus.,Caso en Curso
3512,2023-11-12,Ab recusandae odit exercitationem. Quas vel beatae natus quo ipsam debitis. Dolore expedita sequi praesentium dolore est vero.,Caso en Curso
3513,2022-08-05,Corrupti vel ad soluta itaque voluptatem modi. Est unde deleniti hic occaecati repudiandae. Corporis illum doloremque quis.,Multa o Sanción
3514,2024-11-06,"Expedita animi qui esse.
Omnis totam eos at. Aut aspernatur temporibus eveniet explicabo eum. Est ex modi corporis dolore libero.",Caso en Curso
3515,2025-02-21,Vero possimus molestias harum. Blanditiis nesciunt officia.,Desistimiento del Demandante
3516,2025-03-05,Consequuntur sed exercitationem maiores vitae tempore aliquam. Perspiciatis consequatur eveniet ea harum quam. Labore odio repudiandae consectetur.,Caso en Curso
3517,2021-09-15,Vel doloribus accusamus rem architecto mollitia. Molestiae esse maiores possimus.,Caso en Curso
3518,2024-09-26,Perspiciatis quisquam quos doloribus adipisci nobis. Eum porro debitis id sed cupiditate quas. A earum ipsum nisi.,Caso en Curso
3519,2024-11-21,Vitae qui sunt ut.,Caso en Curso
3520,2023-03-01,Esse commodi eos tenetur eius praesentium. Laboriosam ea occaecati. Minima nihil a maxime unde sint atque.,Caso en Curso
3521,2025-01-06,Cupiditate architecto perspiciatis nihil. Accusantium asperiores illum est qui. Molestiae eveniet quae veritatis.,Caso en Curso
3522,2025-03-20,Vel laboriosam in reiciendis dicta libero. Voluptates nesciunt facilis quibusdam occaecati. Impedit porro error cumque.,Caso en Curso
3523,2024-10-15,Quis est odit aperiam voluptatum. Soluta sunt excepturi ut ullam soluta.,Sentencia Condenatoria
3524,2023-09-02,"Sapiente atque dolores eos quidem dolores. Architecto ipsum fuga pariatur cupiditate.
Praesentium doloribus quae voluptatum repudiandae est.",Conciliación Judicial
3525,2025-04-11,Fugiat voluptatem officia quo. Reiciendis ducimus officiis excepturi. Odio ad quis laborum veniam voluptas.,Caso en Curso
3526,2024-07-23,"Mollitia mollitia ab laudantium asperiores quasi in reiciendis.
Maxime et expedita fuga. Repudiandae sit voluptate.",Caso en Curso
3527,2024-06-13,Ex iure voluptatibus asperiores nobis unde dolorem. Dolor et velit a fuga earum beatae. Atque numquam nostrum earum fuga corrupti commodi.,Archivo por Falta de Pruebas
3528,2024-10-16,Animi voluptatibus voluptates nesciunt. Dolorum expedita error.,Caso en Curso
3529,2024-12-04,Laudantium qui cumque inventore ullam. Omnis corrupti nostrum quod nam perferendis.,Caso en Curso
3530,2024-01-21,Praesentium corrupti atque aspernatur unde. Alias esse nostrum reprehenderit. Occaecati numquam quidem quod nisi quo voluptas vero.,Recurso Denegado
3531,2023-10-31,"Modi similique facilis sint corrupti rerum dolorum. Sunt dolores eum nesciunt.
Necessitatibus labore ut eos.",Caso en Curso
3532,2024-09-16,Nesciunt aperiam architecto. Id et est molestiae.,Recurso Denegado
3533,2022-11-27,Nihil consequatur aliquid cum voluptatum. Ea facere quia. Amet odit consequuntur dolorum possimus nobis ratione quas.,Sentencia Condenatoria
3534,2021-09-04,Explicabo dicta rem vel. Rem dolor porro tenetur atque.,Acuerdo Extrajudicial
3535,2023-06-12,Cumque maxime ut possimus iste voluptatem aut.,Caso en Curso
3536,2024-08-25,Autem tenetur neque. Harum commodi eaque repellendus porro et vero.,Caso en Curso
3537,2024-10-30,Voluptatum reprehenderit non debitis eos sint temporibus iure. Impedit et blanditiis vel odio tenetur blanditiis.,Caso en Curso
3538,2024-10-30,"Laboriosam ea enim iste consequatur totam nihil suscipit.
Porro voluptate ab facilis. Alias eveniet facilis ipsum iure.",Caso en Curso
3539,2024-08-09,Explicabo molestias et quam possimus. Inventore fuga modi molestiae itaque. Provident excepturi officiis magnam quod.,Caso en Curso
3540,2023-03-17,Odit dolores fugiat quo expedita nemo saepe. Saepe pariatur est libero a.,Caso en Curso
3541,2025-05-11,"Facere quasi sit consequatur sequi esse nobis. Eveniet quas voluptate maiores voluptates tempore hic.
Deleniti a doloribus odit optio repellendus.",Caso en Curso
3542,2025-02-11,Suscipit suscipit amet nesciunt. Exercitationem aperiam molestiae reprehenderit rem. In repellendus consequatur saepe architecto repudiandae ea.,Caso en Curso
3543,2025-04-27,Neque ipsa unde occaecati ut id. Dicta tempora dolorem assumenda quam. Qui labore laudantium doloribus explicabo qui aliquam occaecati.,Caso en Curso
3544,2024-08-25,Provident inventore quisquam laudantium. Voluptatem omnis reiciendis aliquam. Impedit corrupti reiciendis aut aut animi eum.,Caso en Curso
3545,2024-12-04,Consectetur illum natus minus. Neque laudantium incidunt assumenda dolor commodi quis quam. Magnam sequi est eos.,Sentencia Absolutoria
3546,2022-08-01,"Amet harum vel ipsa. Nulla architecto inventore quos dolorum molestiae.
Fugiat nisi architecto ab deleniti neque.",Sentencia Condenatoria
3547,2024-02-20,Soluta porro laboriosam vero omnis sit nulla. Adipisci pariatur odio impedit incidunt corporis voluptas facilis.,Caso en Curso
3548,2024-02-19,Repellat nisi ipsam cupiditate cumque harum. Maxime adipisci perferendis expedita omnis.,Recurso Concedido
3549,2024-10-13,Praesentium asperiores neque minus in. Ex laborum cupiditate nesciunt cumque. Saepe iusto praesentium quia quidem.,Acuerdo Extrajudicial
