ID Caso,Tipo de Documento,Fecha de Emisión,Resumen
2649,Prueba,2024-10-09,Omnis sequi natus officia quibusdam velit rem. Dolorum laboriosam quo fuga.
2650,Demanda,2023-10-19,Officiis dolores doloremque. Quos minus fugit magnam odio.
2651,Escrito de defensa,2023-08-02,In modi pariatur. Et natus ipsa. Odit deserunt itaque.
2652,Resolución,2021-09-30,Unde facere at harum. Ut dignissimos ipsa molestias quo. Sit mollitia similique inventore quae.
2653,Escrito de defensa,2024-10-11,"A in quod a. Placeat nulla repellendus esse quis ratione minus harum.
Optio aut sit eos."
2654,Resolución,2023-11-13,Deserunt culpa fugiat laborum. Ea pariatur voluptates aut sint sequi pariatur.
2655,Resolución,2024-10-10,Deleniti repellendus impedit. Facere recusandae sequi.
2656,Demanda,2021-05-29,Sint optio quia sit veniam nemo doloribus.
2657,Demanda,2023-11-09,Facere voluptas harum fugiat voluptate. Cum expedita sint soluta quia.
2658,Resolución,2022-12-02,Vel inventore aliquid vel. Voluptate earum dolores voluptates. Quam error maiores ipsum.
2659,Demanda,2025-02-05,Corporis magnam tenetur ab temporibus saepe. Odio sit ut eos est.
2660,Demanda,2023-04-27,Natus illum ipsa nemo explicabo eveniet. Quam aliquid sed placeat excepturi doloremque.
2661,Escrito de defensa,2021-10-29,Ad perspiciatis cupiditate rerum.
2662,Resolución,2024-10-11,Ipsam impedit pariatur sequi. Dicta hic earum eos porro minima natus asperiores.
2663,Escrito de defensa,2020-11-24,Corrupti voluptate veniam necessitatibus. Officia fugiat quis amet quam modi.
2664,Demanda,2022-12-29,Veritatis dicta nemo vel. Minus reprehenderit voluptates ducimus modi aliquam quos porro.
2665,Resolución,2023-08-30,Non iusto fugit sit. Accusamus odio laborum.
2666,Escrito de defensa,2024-03-31,Officia dolor necessitatibus earum aliquam soluta ad nobis. Numquam soluta accusamus dolore.
2667,Resolución,2024-06-13,Quae commodi recusandae. Quod blanditiis praesentium reprehenderit. Iure tempore at culpa.
2668,Demanda,2021-04-15,Dolorem similique non vitae. Delectus suscipit optio veniam assumenda.
2669,Demanda,2022-08-04,Deleniti sit nihil quidem labore quod accusantium neque. Suscipit sequi mollitia tenetur quidem.
2670,Prueba,2021-05-31,Sapiente ipsa maxime ad doloribus vero voluptatum. Odio ipsam sequi vel amet.
2671,Demanda,2024-06-23,Ex facere debitis.
2672,Prueba,2024-02-11,Totam magnam magnam. Cum laudantium magnam corporis atque odit. Quos fuga temporibus nihil.
2673,Escrito de defensa,2021-03-05,Vitae sequi molestias doloremque beatae similique molestiae provident. Quis quam aliquam ex.
2674,Demanda,2022-11-17,Culpa suscipit est ab. Reiciendis eum nisi ab exercitationem fugiat occaecati.
2675,Escrito de defensa,2023-03-22,Quaerat repudiandae iure pariatur. Dicta laborum amet odit ex natus inventore.
2676,Demanda,2024-10-21,"Voluptatum quia ut.
Quam amet unde adipisci placeat repudiandae pariatur."
2677,Escrito de defensa,2024-07-09,Delectus cum nesciunt animi esse dicta minima a. Ipsa optio libero.
2678,Escrito de defensa,2022-07-30,Quisquam occaecati maxime ratione eius possimus. Ea ab hic id. Beatae ipsum facere nobis dolore.
2679,Resolución,2022-04-09,Impedit dolores corrupti sunt.
2680,Resolución,2023-10-15,Aliquam nisi impedit recusandae vero modi commodi reprehenderit. Aliquam est beatae.
2681,Resolución,2021-05-20,Dicta mollitia molestiae totam reiciendis praesentium. Et esse qui quae.
2682,Escrito de defensa,2022-05-16,Voluptatem dolorum sint laudantium. Nemo aliquid quos.
2683,Prueba,2023-09-19,Laudantium minus placeat ipsum. Autem unde corporis. Atque delectus facere dicta id ipsa sit.
2684,Prueba,2021-01-30,Sapiente optio nisi consequuntur. Molestiae ipsa deserunt. Sint deleniti deserunt.
2685,Demanda,2021-09-20,Soluta ad expedita provident tempora ipsam.
2686,Demanda,2024-01-26,Quas deserunt eveniet illo suscipit sint fuga eveniet. Quas doloremque maiores facilis accusamus.
2687,Prueba,2024-10-25,Animi consequuntur molestiae quis id ipsa asperiores. Rem rem occaecati quam.
2688,Demanda,2022-06-06,Soluta voluptates veniam optio delectus. Non ad laborum neque.
2689,Prueba,2022-01-12,Modi deleniti quos. Natus reprehenderit incidunt ut harum.
2690,Demanda,2023-11-05,Aliquam optio dicta accusantium. Fugiat impedit nobis perspiciatis.
2691,Prueba,2024-03-04,Repellendus ut quas non nisi.
2692,Prueba,2022-11-18,Eum molestias atque distinctio accusantium quae velit.
2693,Prueba,2021-07-16,Doloribus labore voluptates quam consequatur.
2694,Escrito de defensa,2023-11-21,Dolore quod reprehenderit sint.
2695,Demanda,2024-03-24,Deleniti eaque nesciunt earum cum. Iure porro molestiae cupiditate.
2696,Resolución,2024-03-09,In eos doloribus totam nesciunt ex. Iure a cupiditate minus nam deleniti.
2697,Resolución,2023-05-30,Tempora maxime deleniti totam deleniti. Voluptas ullam deserunt magni non cum.
2698,Demanda,2023-01-29,Est eaque aut voluptatum molestias. Nisi veritatis consequuntur est molestias.
2699,Escrito de defensa,2022-11-14,Doloribus est ea culpa corporis nihil officia. Nam repellendus magnam nemo dolore delectus ut.
2700,Resolución,2023-08-14,Nesciunt odit at distinctio voluptatibus tenetur modi.
2701,Resolución,2022-10-28,Quas sunt totam. Fugiat nihil nesciunt ex tempora aspernatur delectus.
2702,Prueba,2023-11-17,Maxime distinctio tenetur rem eos tempore. Natus voluptatem itaque deleniti nobis ad.
2703,Prueba,2024-03-06,Accusamus sit adipisci. Esse nam omnis sunt.
2704,Demanda,2022-03-21,Aperiam pariatur totam minus vero. Tempora quos incidunt amet error impedit.
2705,Escrito de defensa,2023-08-23,Aliquam animi minus ipsa necessitatibus provident. At illo iste aperiam doloribus.
2706,Prueba,2023-05-06,Vel officiis modi at modi nesciunt explicabo.
2707,Resolución,2020-12-29,"Excepturi a illum inventore numquam.
Harum minus magnam rem. Sapiente atque repellendus dolore."
2708,Escrito de defensa,2022-09-05,Tenetur culpa quos voluptas. Fugiat quisquam iure quam quia reprehenderit.
2709,Demanda,2023-02-14,Molestias laboriosam dolores sint. Voluptas odio dolorem asperiores.
2710,Demanda,2022-02-20,Tenetur rem quos repellat nostrum omnis animi. Tenetur quasi ad deleniti possimus nulla.
2711,Resolución,2024-02-15,Debitis reprehenderit animi saepe. Et possimus eos iure voluptatum.
2712,Escrito de defensa,2023-07-31,Quasi soluta explicabo fugit. Corrupti quidem nam nemo impedit. Eaque voluptates dicta.
2713,Resolución,2024-03-22,Hic voluptatem est eum eum aut. Quo ea neque ipsam adipisci. Ipsa nemo velit vero.
2714,Demanda,2021-04-08,Suscipit reiciendis consectetur corporis. Eius debitis soluta.
2715,Demanda,2022-03-08,Eligendi maxime libero temporibus magnam. Autem dolorum non. Labore ducimus nemo officia.
2716,Demanda,2024-05-21,Repellendus provident corrupti suscipit hic ab. Similique fugit laborum suscipit facere at dolores.
2717,Resolución,2024-03-29,Blanditiis velit excepturi hic perferendis saepe. Omnis cupiditate et voluptatem sequi nobis ad.
2718,Resolución,2023-09-09,A facilis facilis provident iure eius. Impedit earum eligendi. Ipsa deserunt in velit nam.
2719,Escrito de defensa,2022-05-17,Ea quia soluta repellat atque in. Sed quo rerum officiis iure consectetur rem voluptatibus.
2720,Demanda,2024-06-08,Magni minus sapiente ad impedit. Quam labore animi quia nulla nam fuga.
2721,Prueba,2023-08-20,Odio voluptatum nam eos. Assumenda quasi dolore fuga deserunt aliquam iste laudantium.
2722,Demanda,2024-01-05,Reprehenderit vero odit.
2723,Demanda,2023-06-01,Occaecati autem velit sit. Molestias delectus similique culpa.
2724,Prueba,2023-12-22,Fugiat ea dolorum nisi ipsum. Doloremque assumenda ducimus soluta voluptates perferendis minima.
2725,Prueba,2023-10-20,Temporibus eveniet totam. Dolorem quis nulla quam voluptas. In dolorem tenetur alias.
2726,Prueba,2023-04-06,Totam porro porro quis. Eos pariatur mollitia labore.
2727,Resolución,2024-04-02,Dolorem labore eum velit. Minus magni debitis vel.
2728,Demanda,2025-01-23,Eos eum quaerat quasi quidem quod. Deserunt mollitia labore impedit eveniet.
2729,Resolución,2023-01-29,Ex veniam maiores ad. Odio fugit quia odio suscipit.
2730,Prueba,2022-10-07,Sapiente autem aperiam ab veniam. Quas expedita quia officia laudantium iusto corrupti dolor.
2731,Resolución,2022-04-22,Sequi necessitatibus ducimus. Ea perspiciatis enim possimus.
2732,Prueba,2022-07-02,"Perspiciatis hic soluta aliquam deserunt. Quae tempore quasi sint minus.
Qui voluptatem asperiores."
2733,Demanda,2024-08-02,Dolore nihil mollitia. Commodi vel nemo possimus vero esse odio.
2734,Demanda,2021-02-02,Voluptas natus officia et. Possimus iure officia nostrum error iure.
2735,Demanda,2024-02-22,Voluptatum consequatur natus. Quae unde iste. Libero delectus cum odio.
2736,Escrito de defensa,2020-07-11,Quisquam qui fuga officia. Deserunt possimus dolor iusto.
2737,Demanda,2022-01-05,Libero voluptates voluptatum nihil. Eveniet eveniet consequatur quaerat cum explicabo ut.
2738,Escrito de defensa,2022-11-15,Voluptatibus explicabo possimus vel. Sapiente ut earum libero. Quidem ratione quas numquam iusto.
2739,Prueba,2021-05-20,Placeat suscipit eaque doloribus nisi numquam. Unde est sequi ab eum.
2740,Demanda,2024-03-28,Harum quae veritatis laborum. Quae numquam itaque placeat. Itaque molestias aspernatur impedit.
2741,Resolución,2022-05-13,Adipisci asperiores possimus. Laborum voluptas id quaerat omnis.
2742,Escrito de defensa,2021-03-29,Voluptatum nemo qui laborum minus. Porro iusto asperiores ullam tenetur aspernatur.
2743,Demanda,2024-02-19,Laudantium quam ducimus occaecati tempora tenetur. Mollitia doloribus temporibus eligendi quis.
2744,Demanda,2021-08-30,Doloribus nostrum iusto error itaque. Ipsum modi ad reiciendis. Architecto distinctio architecto.
2745,Demanda,2024-05-18,Quis blanditiis est deleniti minus pariatur. Sit assumenda fugit occaecati quas molestias ut.
2746,Resolución,2024-05-08,Quam laboriosam neque expedita assumenda nostrum. Maiores et quis dicta laborum soluta adipisci.
2747,Escrito de defensa,2022-01-20,Cum recusandae voluptatibus libero tempore. Inventore dolor sapiente unde a.
2748,Demanda,2021-12-31,Quos est expedita ut ratione.
2749,Demanda,2023-12-12,"Deserunt expedita unde saepe. Rem ipsam quam.
Perferendis odit eum qui vitae fuga ipsum."
2750,Escrito de defensa,2023-11-07,Amet dolorum distinctio explicabo dolorum. Asperiores qui id cumque ipsa aperiam eum.
2751,Escrito de defensa,2022-08-10,Consequatur voluptate neque maxime eos. Consequatur laudantium natus tenetur placeat.
2752,Demanda,2022-11-22,Illo distinctio distinctio cupiditate cum. Distinctio tempore corporis tempora ex temporibus.
2753,Demanda,2022-11-11,Cumque corporis perspiciatis incidunt. Velit animi odit. Praesentium quisquam explicabo ea.
2754,Demanda,2024-05-31,Blanditiis perferendis blanditiis. Veritatis quidem recusandae.
2755,Escrito de defensa,2024-09-20,Ipsa incidunt perferendis quia ab. Fugiat ut a illo ea reiciendis.
2756,Escrito de defensa,2024-10-15,Modi ducimus non reprehenderit vero culpa. Impedit iste blanditiis ut sapiente ipsa tempora.
2757,Resolución,2020-08-30,Distinctio quasi beatae cupiditate. Ullam tempore alias omnis magnam harum laborum.
2758,Resolución,2023-12-01,Molestias maiores omnis aspernatur eaque. Eaque quaerat animi in esse non.
2759,Prueba,2022-05-07,"Itaque eius recusandae.
Adipisci saepe officiis quisquam amet."
2760,Prueba,2022-08-21,Vitae aspernatur officiis. Aspernatur illum itaque atque nisi facere.
2761,Resolución,2022-11-19,Velit corporis cupiditate in. Sunt quos provident molestiae.
2762,Demanda,2021-06-29,Autem iste nulla blanditiis non temporibus eligendi. Sapiente repellat porro itaque consectetur.
2763,Demanda,2021-06-03,Amet ab tenetur aspernatur. Inventore mollitia doloremque similique nulla.
2764,Demanda,2023-12-25,Vitae minima placeat tenetur dolore. Sequi officia accusantium ullam necessitatibus.
2765,Prueba,2020-10-18,Quaerat maxime vero quaerat quibusdam ex quibusdam. Ipsum mollitia molestiae at enim dolorum.
2766,Resolución,2020-09-08,Repellendus necessitatibus quod architecto.
2767,Prueba,2023-09-12,Excepturi dolores ratione et. Dicta voluptatem deserunt voluptates.
2768,Resolución,2023-04-19,Ea sapiente optio repudiandae aperiam sed iure. Dicta assumenda ad.
2769,Escrito de defensa,2024-03-26,Voluptatibus quo similique esse placeat veniam fuga. Accusantium animi placeat.
2770,Prueba,2022-05-04,Labore laudantium dolore deleniti. Voluptatibus eaque dicta velit molestias ipsa et.
2771,Resolución,2023-10-20,Expedita aliquam consequatur. Deleniti nobis distinctio consequuntur maxime laboriosam.
2772,Prueba,2022-05-29,Fugit ipsam nostrum corporis. Voluptas optio cumque perferendis non doloremque.
2773,Escrito de defensa,2023-09-26,Beatae natus neque quibusdam magnam nam. Reiciendis ad modi tempore.
2774,Escrito de defensa,2021-06-21,Molestiae nisi architecto veritatis. Soluta eum quam corrupti.
2775,Prueba,2022-01-27,Recusandae illum saepe.
2776,Prueba,2024-06-11,Sed at nihil ex quisquam. Odit natus quisquam. Id eligendi provident. Nobis nemo animi.
2777,Prueba,2020-08-10,Odit facilis corporis voluptates sit dolorem. Facilis cum amet. Accusamus nobis neque fuga beatae.
2778,Escrito de defensa,2020-11-16,Eos sit fugit saepe ab reprehenderit.
2779,Resolución,2024-02-22,Aut nam laudantium minus.
2780,Escrito de defensa,2021-09-10,Consequatur tempora repudiandae. Officia expedita animi ipsam. Porro corporis nobis.
2781,Prueba,2022-02-11,Occaecati sunt sit hic pariatur dolore. Enim porro nesciunt. Quos aspernatur aliquam.
2782,Escrito de defensa,2024-02-20,Cum magnam recusandae provident distinctio nihil quae.
2783,Demanda,2025-02-28,Assumenda sint delectus sit. Ipsa corrupti quidem iusto.
2784,Escrito de defensa,2024-11-17,Quidem esse praesentium recusandae repellat.
2785,Resolución,2022-04-06,Ratione at quo reiciendis pariatur.
2786,Prueba,2023-03-06,Nostrum eveniet voluptate. Sint inventore enim minima repellendus in.
2787,Escrito de defensa,2023-04-01,Neque eligendi eveniet voluptatum. Eligendi libero fuga expedita sunt ullam.
2788,Demanda,2024-11-01,Eum itaque facere quasi iure officiis. Quidem ab mollitia nihil molestias.
2789,Prueba,2022-11-16,Aliquid odit accusantium laborum. Quis laudantium totam perferendis.
2790,Prueba,2024-07-01,Suscipit sit tempore animi neque soluta. Hic laborum cumque a soluta autem.
2791,Demanda,2021-02-12,Doloribus suscipit earum sunt occaecati. Magnam provident deleniti.
2792,Prueba,2024-02-23,Magnam ab rem ipsum voluptas. Ea dolorem quod reiciendis voluptatum culpa.
2793,Resolución,2021-07-31,Enim fuga facilis inventore ullam quas. Laborum quas ullam quaerat similique.
2794,Escrito de defensa,2023-08-08,Porro facilis ut incidunt consectetur quibusdam. Quis impedit enim ad.
2795,Resolución,2023-01-26,Aut vel quisquam. Nisi reiciendis sunt reiciendis facilis excepturi non. Cumque ea dolorum.
2796,Demanda,2023-01-30,Sint impedit deserunt esse. Ad vitae fuga enim.
2797,Prueba,2023-04-13,Ex itaque minima error. Enim aspernatur eius.
2798,Resolución,2023-09-07,Corrupti vero porro nobis quos. Vero quasi quis explicabo quaerat. Ad nemo dicta laboriosam odio.
2799,Resolución,2022-04-30,Adipisci velit suscipit. Culpa deleniti natus. Perferendis voluptatum quas.
2800,Escrito de defensa,2022-12-02,Atque voluptatum amet adipisci officiis. Dignissimos inventore ad non minima.
2801,Resolución,2021-03-24,Delectus quisquam nisi excepturi. Id culpa eaque aliquid aut vitae vitae cumque.
2802,Escrito de defensa,2023-05-24,Aspernatur excepturi at commodi dignissimos est. Iste perferendis qui expedita maxime rem.
2803,Escrito de defensa,2023-05-19,Officia perferendis voluptate laborum. Dicta nihil alias ipsam. Alias eligendi praesentium illum.
2804,Prueba,2024-07-03,Sit maiores veniam molestias perspiciatis. Perspiciatis nam nostrum. Debitis sit totam earum.
2805,Escrito de defensa,2023-04-14,Dicta excepturi perferendis explicabo. Atque molestiae rem cumque unde commodi.
2806,Prueba,2024-10-16,Rem debitis ducimus voluptas fuga esse harum. Nesciunt facere in et error.
2807,Escrito de defensa,2021-12-14,Debitis ducimus explicabo corporis debitis voluptate iste reprehenderit. In veritatis cum.
2808,Demanda,2023-11-15,"Quasi repudiandae non unde recusandae.
Reiciendis blanditiis dolorem optio illo. Commodi est cum."
2809,Resolución,2024-01-11,Sed ipsa laboriosam omnis.
2810,Prueba,2021-07-14,Iste eaque quas quam voluptate minus accusamus. Explicabo voluptates debitis aperiam natus nisi.
2811,Demanda,2022-03-11,Quam fugit sequi corporis dolore. Inventore accusamus reiciendis officia sint nostrum reiciendis.
2812,Prueba,2024-06-14,Animi eum voluptas ipsam cumque. Eos amet consectetur praesentium maxime enim voluptatibus.
2813,Prueba,2024-01-30,Sapiente odit alias accusamus minus. Nesciunt labore voluptatibus quos.
2814,Resolución,2022-09-03,Nulla maxime voluptas perspiciatis est nam nihil libero.
